bookid;name;author;genre;lang
758011;The Power of Style;Annette Tapert;Unknown;English
759313;The Ottoman Empire, 1700-1922 (New Approaches to European History #34);Donald Quataert;Unknown;English
759945;Keith Haring Journals;Keith Haring;Art;English
760025;Seeking the Perfect Game: Baseball in American Literature (Contributions to the Study of Popular Culture);Cordelia Candelaria;Unknown;English
760110;The Magic of Thinking Big;David J. Schwartz;Business;English
760111;Positioning: The Battle for Your Mind: How to Be Seen and Heard in the Overcrowded Marketplace;Al Ries;Business;English
760119;Jedi Search (Star Wars: The Jedi Academy Trilogy #1);Kevin J. Anderson;Media Tie In;English
760129;Dark Apprentice (Star Wars: The Jedi Academy Trilogy #2);Kevin J. Anderson;Media Tie In;English
762806;The Mysterious Caravan (Hardy Boys #54);Franklin W. Dixon;Mystery;English
764436;The Clue of the Hissing Serpent (Hardy Boys #53);Franklin W. Dixon;Mystery;English
764832;Gorky Park (Arkady Renko #1);Martin Cruz Smith;Mystery;English
765567;The Berenstain Bears Learn About Strangers (The Berenstain Bears);Stan Berenstain;Childrens;English
767171;Good Capitalism, Bad Capitalism, and the Economics of Growth and Prosperity;William J. Baumol;Economics;English
768354;Pro CSS and HTML Design Patterns;Michael  Bowers;Computer Science;English
773038;The Rise and Fall of the Third Reich: A History of Nazi Germany;William L. Shirer;History;English
773276;Angel Catcher: A Journal of Loss and Remembrance;Kathy Eldon;Unknown;English
773858;The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams;Deepak Chopra;Spirituality;English
774088;Good Night, Gorilla;Peggy Rathmann;Childrens;English
774321;Born Standing Up: A Comic's Life;Steve Martin;Biography;English
774544;Difficult Conversations: How to Discuss What Matters Most;Douglas Stone;Business;English
774557;Inside Facebook: Life, Work and Visions of Greatness;Karel Baloun;Unknown;English
774571;The Red Fairy Book (Coloured Fairy Books #2);Andrew Lang;Fantasy;English
774576;The Yellow Fairy Book (Coloured Fairy Books #4);Andrew Lang;Fantasy;English
774587;The Green Fairy Book (Coloured Fairy Books #3);Andrew Lang;Fantasy;English
774597;The Olive Fairy Book (Coloured Fairy Books #11);Andrew Lang;Fantasy;English
774600;The Lilac Fairy Book (Coloured Fairy Books #12);Andrew Lang;Fantasy;English
775366;The Brown Fairy Book (Coloured Fairy Books #9);Andrew Lang;Fantasy;English
775647;In the Year of the Boar and Jackie Robinson;Bette Bao Lord;Historical;English
776407;The Ambassadors;Henry James;Classics;English
776457;The Private Life of Chairman Mao;Li Zhisui;Nonfiction;English
776598;The House at Pooh Corner (Winnie-the-Pooh #2);A.A. Milne;Childrens;English
778310;The Elephanta Suite;Paul Theroux;Fiction;English
779230;White Mischief;James Fox;Cultural;English
781787;Tender Buttons;Gertrude Stein;Canon;English
787458;The Vaccine Book: Making the Right Decision for Your Child;Robert W. Sears;Parenting;English
787540;Out of Africa;Isak Dinesen;Nonfiction;English
797268;The Crimson Fairy Book (Coloured Fairy Books #8);Andrew Lang;Unknown;English
798828;The Grey Fairy Book (Coloured Fairy Books #6);Andrew Lang;Fantasy;English
808853;Into the Wild;Jon Krakauer;Nonfiction;English
809849;Kinship with All Life;J. Allen Boone;Animals;English
815985;The Complete Adventures of Curious George;Margret Rey;Unknown;English
816752;Dear Zoo: A Lift-the-Flap Book;Rod Campbell;Childrens;English
817315;Hippos Go Berserk!;Sandra Boynton;Unknown;English
817565;The Castle in the Attic (The Castle In The Attic #1);Elizabeth Winthrop;Childrens;English
817720;The Berenstain Bears Visit the Dentist (The Berenstain Bears);Stan Berenstain;Unknown;English
818567;Jeremiah: A Romantic Vision;Jeremiah Goodman;Unknown;English
819044;Babar and His Children (Babar #6);Jean de Brunhoff;Childrens;English
819048;Golden Slippers;Lee  Wyndham;Unknown;English
822187;Curious George Visits the Zoo (Curious George New Adventures);Margret Rey;Childrens;English
822338;Curious George and the Firefighters (Curious George New Adventures);Margret Rey;Unknown;English
824204;The Berenstain Bears' Trouble with Money (The Berenstain Bears);Stan Berenstain;Childrens;English
825438;Huis clos, suivi de Les mouches;Jean-Paul Sartre;Cultural;French
825776;The Little Engine That Could (The Little Engine That Could);Watty Piper;Childrens;English
827340;Charlie Wilson's War: The Extraordinary Story of the Largest Covert Operation in History;George Crile;Nonfiction;English
831382;Harry's Roadhouse Cookbook: Square Meals from Santa Fe's Favorite Kitchen;Harry Shapiro;Unknown;English
831635;Circus Shoes (Shoes #3);Noel Streatfeild;Childrens;English
831709;The Diary of Vaslav Nijinsky;Vaslav Nijinsky;Nonfiction;English
831845;Healthy Sleep Habits, Happy Child;Marc Weissbluth;Nonfiction;English
836610;And to Think That I Saw It on Mulberry Street;Dr. Seuss;Childrens;English
837890;Newport Mansions: The Gilded Age;Richard Cheek;Nonfiction;English
838125;Fruits Basket, Vol. 10 (Fruits Basket #10);Natsuki Takaya;Sequential Art;English
842206;The House in Paris;Elizabeth Bowen;Fiction;English
842453;Oxford Rhyming Dictionary;Clive Upton;Unknown;English
845978;Sample: 100 Fashion Designers - 010 Curators - Cuttings from Contemporary Fashion;Phaidon Press;Unknown;English
846065;A Very Young Gymnast;Jill Krementz;Nonfiction;English
846066;A Woman's Worth;Marianne Williamson;Spirituality;English
846381;The Berenstain Bears and the Truth (The Berenstain Bears);Stan Berenstain;Childrens;English
850882;The Berenstain Bears Forget Their Manners (The Berenstain Bears);Stan Berenstain;Childrens;English
851678;Bird Of Paradise: The Colourful Career of the First Mrs Robinson;Sarah Gristwood;Nonfiction;English
853961;Midnight in Sicily;Peter Robb;Nonfiction;English
857333;What Remains: A Memoir of Fate, Friendship, and Love;Carole Radziwill;Autobiography;English
857502;RESTful Web Services;Leonard Richardson;Computer Science;English
857529;The Art of Learning: A Journey in the Pursuit of Excellence;Josh Waitzkin;Nonfiction;English
859230;Concerning the Spiritual in Art;Wassily Kandinsky;Art;English
862041;The Museum of Kitschy Stitches: A Gallery of Notorious Knits;Stitchy McYarnpants;Crafts;English
862151;Elmore Leonard's 10 Rules of Writing;Elmore Leonard;Language;English
866284;Harry Potter Boxset (Harry Potter #1-7);J.K. Rowling;Fantasy;English
866314;Reversal of Fortune: Inside the Von Bulow Case;Alan M. Dershowitz;Crime;English
868732;I, Maya Plisetskaya;Maya Plisetskaya;Biography;English
870506;Private View: Inside Baryshnikov's American Ballet Theatre;John     Fraser;Unknown;English
873993;The Trouble With Jenny's Ear;Oliver Butterworth;Childrens;English
876843;The Life and Death of Lord Erroll: The Truth Behind the Happy Valley Murder;Errol Trzebinski;Unknown;English
882278;The Trusted Advisor;David H. Maister;Business;English
885541;The Octopus: A Story of California (The Epic of the Wheat #1);Frank Norris;Fiction;English
886251;Divine Secrets Of The Ya Ya Sisterhood (Ya Yas #1);Rebecca Wells;Fiction;English
888524;The Best Little Girl in the World;Steven Levenkron;Young Adult;English
891224;The Only Way To Cross;John Maxtone-Graham;History;English
897461;The Message of a Master: Classic Tale of Wealth, Wisdon, and the Secret of Success;John  McDonald;Self Help;English
898885;Whatever You Do, Don't Run: True Tales Of A Botswana Safari Guide;Peter Allison;Cultural;English
900065;Islandia;Austin Tappan Wright;Fantasy;English
900066;Loving Frank;Nancy Horan;Historical;English
900068;The Berenstain Bears and the Messy Room (The Berenstain Bears);Stan Berenstain;Childrens;English
900070;The Berenstain Bears and the Bad Dream (The Berenstain Bears);Stan Berenstain;Childrens;English
900072;The Berenstain Bears and the Spooky Old Tree (The Berenstain Bears);Stan Berenstain;Childrens;English
900089;The Berenstain Bears Go to School (The Berenstain Bears);Stan Berenstain;Unknown;English
905821;The Berenstain Bears Go to Camp (The Berenstain Bears);Stan Berenstain;Childrens;English
907260;The Berenstain Bears Go Out for the Team (The Berenstain Bears);Stan Berenstain;Unknown;English
907272;Absolutely Fabulous!: Architecture for Fashion;Ruth Hanisch;Unknown;English
908296;Ishi, Last of His Tribe;Theodora Kroeber;Nonfiction;English
908943;Practical Method of Italian Singing: Soprano or Tenor;Nicola Vaccai;Unknown;English
910039;The Sword of Rhiannon;Leigh Brackett;Fantasy;English
915182;Surfing San Onofre to Point Dume: 1936-1942;Don James;Art;English
918095;Down Time: Great Writers on Diving;Ed Kittrell;Environment;English
920093;Topgrading: How Leading Companies Win by Hiring, Coaching, and Keeping the Best People;Bradford D. Smart;Business;English
944102;The Religion (Tannhauser Trilogy #1);Tim Willocks;Historical;English
949515;Modern Glamour: The Art of Unexpected Style;Kelly Wearstler;Design;English
949929;The Sting of the Scorpion (Hardy Boys #58);Franklin W. Dixon;Mystery;English
949948;Coaching for Performance: GROWing Human Potential and Purpose - the Principles and Practice of Coaching and Leadership (People Skills for Professionals);John Whitmore;Business;English
951443;Rich Mitch;Marjorie Weinman Sharmat;Unknown;English
953435;Circle of Gold;Candy Dawson Boyd;Cultural;English
955045;I Don't Know How She Does It (Kate Reddy #1);Allison Pearson;Womens Fiction;English
955516;L'Å’uvre au noir;Marguerite Yourcenar;Fiction;French
963274;Against the Odds: An Autobiography;James Dyson;Biography;English
965019;A Dictionary of Costume and Fashion: Historic and Modern;Mary Brooks Picken;History;English
971088;A Company of Swans;Eva Ibbotson;Historical;English
979186;Guardian Angel (The Moneypenny Diaries #1);Kate Westbrook;Fiction;English
981161;The Egoist;George Meredith;Classics;English
983942;A Tale of Two Gardens;Octavio Paz;Poetry;English
984021;Red Phoenix (Red Phoenix #1);Larry Bond;Fiction;English
992612;The Reluctant Empress;Brigitte Hamann;History;English
998354;The Damned Utd;David Peace;Fiction;English
1000751;The Battle of the Villa Fiorita;Rumer Godden;Fiction;English
1001309;Fathers Playing Catch with Sons: Essays on Sport (Mostly Baseball);Donald Hall;Sports;English
1003378;Pollyanna (Pollyanna #1);Eleanor H. Porter;Classics;English
1006087;Islands;Dan Sleigh;Unknown;English
1009845;The Legend of Bagger Vance: A Novel of Golf and the Game of Life;Steven Pressfield;Unknown;English
1010966;Guns, Germs and Steel;Jared Diamond;History;English
1020312;The Time Trap;Alec MacKenzie;Business;English
1021634;White Hunters: The Golden Age of African Safaris;Brian Herne;Cultural;English
1022568;Identical Strangers: A Memoir of Twins Separated and Reunited;Elyse Schein;Nonfiction;English
1022863;Balthazar (Alexandria Quartet #2);Lawrence Durrell;Fiction;English
1025249;The Garden of the Gods (Corfu Trilogy #3);Gerald Durrell;Nonfiction;English
1027760;Dune (Dune #1);Frank Herbert;Science Fiction;English
1032760;Son of Interflux;Gordon Korman;Young Adult;English
1033120;Madeline and the Bad Hat (Madeline);Ludwig Bemelmans;Childrens;English
1044059;Rails Deployment: Production Configuration and Advanced Rails Tactics;Ezra Zygmuntowicz;Computer Science;English
1049108;The Perfect Hour: The Romance of F. Scott Fitzgerald and Ginevra King, His First Love;James L.W. West III;Unknown;English
1051588;The Laskett: The Story of a Garden;Roy C. Strong;Gardening;English
1053029;A Passion for Opera: Learning to Love It: The Greatest Masters, Their Greatest Music;Peter Fox Smith;Unknown;English
1057543;I am Rembrandt's Daughter;Lynn Cullen;Historical;English
1062135;Legacy;Nevil Shute;Fiction;English
1072226;The Shuttle;Frances Hodgson Burnett;Classics;English
1075501;Come with Me from Lebanon: An American Family Odyssey;Ann Zwicker Kerr;Nonfiction;English
1081413;The Penguin Book of Sick Verse;George MacBeth;Poetry;English
1087117;Halide's Gift: A Novel;Frances Kazan;Fiction;English
1105956;Super Crunchers: Why Thinking-By-Numbers Is the New Way to Be Smart;Ian Ayres;Nonfiction;English
1109407;Legacy of the Dog: The Ultimate Illustrated Guide to Over 200 Breeds;Tetsu Yamazaki;Animals;English
1109858;Gomorrah;Roberto Saviano;Crime;English
1119327;Poiret;FranÃ§ois Baudot;Nonfiction;English
1120114;East Lynne;Ellen Price Wood;Classics;English
1129297;Go To: The Story of the Math Majors, Bridge Players, Engineers, Chess Wizards, Maverick Scientists, and Iconoclasts-- the Programmers Who Created the Software Revolution;Steve Lohr;Science;English
1129315;Wider Than the Sky: The Phenomenal Gift of Consciousness;Gerald M. Edelman;Science;English
1129939;The Berenstain Bears Get the Gimmies (The Berenstain Bears);Stan Berenstain;Childrens;English
1137635;The Berenstain Bears' Trouble at School (The Berenstain Bears);Stan Berenstain;Unknown;English
1139856;Belles on Their Toes (Cheaper by the Dozen #2);Frank B. Gilbreth Jr.;Nonfiction;English
1140753;Hicksville;Dylan Horrocks;Sequential Art;English
1147696;The Fortunate Fall of Sir Gawain: The Typology of Sir Gawain and the Green Knight;Victor Y. Haines;Unknown;English
1151567;Audrey Hepburn: A Life in Pictures;Pierre-Henri Verlhac;Biography;English
1151568;Acts of Light: Martha Graham in the Twenty-first Century;Nan Deane Cano;Unknown;English
1155288;Drina's Dancing Year (Drina #2);Jean Estoril;Childrens;English
1158380;Ballet for Drina (Drina #1);Jean Estoril;Unknown;English
1159679;Princess Ashley;Richard Peck;Young Adult;English
1159696;History (La Storia #1-2);Elsa Morante;Fiction;English
1165806;Gods Behaving Badly;Marie Phillips;Fiction;English
1169674;Listen To The Nightingale (Madame Holbein's #2);Rumer Godden;Unknown;English
1189091;Conversations in Sicily;Elio Vittorini;Fiction;English
1189454;Conscious Business: How to Build Value Through Values;Fred Kofman;Business;English
1203812;The Complete Cartoons of The New Yorker;Robert Mankoff;Humor;English
1203883;A Fortunate Life;Albert B. Facey;Biography;English
1213135;Sunset Song (A Scots Quair #1);Lewis Grassic Gibbon;Classics;English
1216659;The Barry Diller Story: The Life and Times of America's Greatest Entertainment Mogul;George Mair;Unknown;English
1217526;Dance in Cuba;Gil Garcetti;Unknown;English
1227311;Ruby by Example: Concepts and Code;Kevin Baird;Unknown;English
1230853;Stewardess: Come Fly with Me!;Elissa Stein;Unknown;English
1252662;A Company of Swans;Eva Ibbotson;Historical;English
1257465;Madame Doubtfire;Anne Fine;Fiction;English
1297985;French Cheeses: The Visual Guide to More Than 350 Cheeses from Every Region of France (Eyewitness Handbooks);Tomoko Yamada;Food and Drink;English
1300228;Perfect Tables: Tabletop Secrets, Settings And Centerpieces for Delicious Dining;William Yeoward;Unknown;English
1300866;Musicophilia: Tales of Music and the Brain;Oliver Sacks;Nonfiction;English
1304344;Pro Active Record: Databases with Ruby and Rails;Kevin   Marshall;Unknown;English
1309050;The Daring Book for Girls (Daring Books for Girls);Andrea J. Buchanan;Nonfiction;English
1317696;Swing Like a Pro;Ralph Mann;Unknown;English
1317946;Les Liaisons Dangereuses;Pierre Choderlos de Laclos;Classics;English
1324372;The Enchantress of Florence;Salman Rushdie;Fiction;English
1326456;Managing Humans: Biting and Humorous Tales of a Software Engineering Manager;Michael Lopp;Business;English
1328088;Balanchine's Ballerinas: Conversations with the Muses;Robert Tracy;Unknown;English
1332474;Tanzania & Zanzibar, 2nd;Annabel Skinner;Unknown;English
1342999;The Land of Spices;Kate O'Brien;Fiction;English
1346507;The Nest Home Design Handbook;Carley Roney;Unknown;English
1352652;The Snow Child: A Russian Folktale;Freya Littledale;Childrens;English
1373381;Dress Rehearsal (Sadler's Wells #11);Lorna Hill;Unknown;English
1377932;Romansgrove;Mabel Esther Allan;Unknown;English
1391267;The Ship of Brides;Jojo Moyes;Historical;English
1398830;Dancers, Buildings And People In The Streets;Edwin Denby;Nonfiction;English
1407041;100 Ways to Take Better Portrait Photographs;Daniel Lezano;Art;English
1419462;Love and Limerence: The Experience of Being in Love;Dorothy Tennov;Psychology;English
1431778;Wild & Scenic California Wild & Scenic California;Carr Clifton;Unknown;English
1435928;501 Must-Read Books;Emma Beare;Nonfiction;English
1442745;Cheaper By The Dozen (Cheaper by the Dozen #1);Frank B. Gilbreth Jr.;Classics;English
1450966;Public and Private: Twenty Years Photographing The White House (National Geographic);Diana Walker;Unknown;English
1451568;Miracle of the Bells;Russell Janney;Unknown;English
1451662;Dancing Shoes (Shoes #9);Noel Streatfeild;Childrens;English
1472878;Le Bourgeois Gentilhomme;MoliÃ¨re;Classics;French
1478017;Matisse;Gilles NÃ©ret;Art;English
1500209;Firefly Lane (Firefly Lane #1);Kristin Hannah;Fiction;English
1505878;The Scent of Desire: Discovering Our Enigmatic Sense of Smell;Rachel Herz;Nonfiction;English
1513722;Nobody's Boy (Sans Famille);Hector Malot;Classics;English
1521492;Earthquake I.D.;John Domini;Unknown;English
1521497;Over the Lip of the World: Among the Storytellers of Madagascar;Colleen J. McElroy;Nonfiction;English
1521503;Rosanna Joins the Wells (Sadler's Wells #8);Lorna Hill;Childrens;English
1526397;Jane Leaves the Wells (Sadler's Wells #5);Lorna Hill;Fiction;English
1527776;Ella at the Wells (Sadler's Wells #6);Lorna Hill;Childrens;English
1534603;The Perfect Day: 40 Years of Surfer Magazine;Sam George;Art;English
1536419;Where to Wear New York 2006: Fashion shopping from A-Z (Where to Wear: New York City Shopping Guide);Jill Fairchild, Gerri Gallagher, Julie Craik;Unknown;English
1538624;Warrant for Genocide: Key Elements of Turko-Armenian Conflict;Vahakn N. Dadrian;Unknown;English
1539785;Killing Rommel;Steven Pressfield;Historical;English
1539787;Making the Impossible Possible: One Man's Blueprint for Unlocking Your Hidden Potential and Achieving the Extraordinary;Bill  Strickland;Nonfiction;English
1541298;Return To The Wells (Sadler's Wells #7);Lorna Hill;Fiction;English
1543796;Principal Role (Sadler's Wells #9);Lorna Hill;Childrens;English
1559840;Immediate Family;Sally Mann;Art;English
1575987;Mother Teresa: Come Be My Light: The Private Writings of the Saint of Calcutta;Brian Kolodiejchuk;Religion;English
1591959;Simply Delicioso: A Collection of Everyday Recipes with a Latin Twist;Ingrid Hoffmann;Unknown;English
1596540;Full Frontal Fashion: The Insider's Guide to High Style in Every Situation;Melissa Sones;Unknown;English
1617037;The Negotiating Game: How to Get What You Want;Chester L. Karrass;Unknown;English
1621263;Child Of Happy Valley: A Memoir;Juanita Carberry;Cultural;English
1621264;Sneaker Wars: The Enemy Brothers Who Founded Adidas and Puma and the Family Feud That Forever Changed the Business of Sport;Barbara Smit;Nonfiction;English
1623748;Classic Turkish Cooking;Ghillie Basan;Food and Drink;English
1654201;Turkish Cooking;Ghillie Basan;Food and Drink;English
1658285;Ataturk's Children;Jonathan Rugman;Unknown;English
1658286;Maria Tallchief: America's Prima Ballerina;Maria Tallchief;Nonfiction;English
1674903;Curtain Call (Satin Slippers #6);Elizabeth Bernard;Unknown;English
1678339;Changing Partners (Satin Slippers #4);Elizabeth Bernard;Unknown;English
1678369;Ballet Life Behind the Scenes: From Classes, Rehearsals, and Performances to the Company and Home Lives of the Dancers;Wendy Neale;Unknown;English
1678664;In the Wings: Behind the Scenes at the New York City Ballet;Kyle Froman;Unknown;English
1682706;Alek: From Sudanese Refugee to International Supermodel;Alek Wek;Biography;English
1687353;The SPEED of Trust: The One Thing that Changes Everything;Stephen M.R. Covey;Business;English
1707053;Stylemakers: Inside Fashion;Marcia Sherrill;Unknown;English
1713426;Take My Picture;Gary Leonard;Unknown;English
1740070;A Fish in the Water;Mario Vargas Llosa;Biography;English
1741472;Predictably Irrational: The Hidden Forces That Shape Our Decisions;Dan Ariely;Nonfiction;English
1778483;Rengen: The Rise of the Cultural Consumer - and What It Means to Your Business;Patricia  Martin;Unknown;English
1783750;Programming Collective Intelligence: Building Smart Web 2.0 Applications;Toby Segaran;Computer Science;English
1784951;26 Italian Songs and Arias: An Authoritive Edition Based on Authentic Sources [Medium / High] (Italian and English Edition);John Glenn Paton;Music;English
1785614;A Partisan's Daughter;Louis de BerniÃ¨res;Fiction;English
1785695;Everything But the Kitchen Sink: What Every Modern Woman Needs to Know;Francesca Beauman;Nonfiction;English
1794859;New Worlds for Josie;Kathryn Worth;Fiction;English
1811893;To Be A Dancer, Canada's National Ballet School;Gloria Varley;Unknown;English
1837402;The Rough Guide to Croatia;Jonathan Bousfield;Travel;English
1837421;Mirrors;James Lipton;Unknown;English
1837424;How to Get Rich;Felix Dennis;Business;English
1837426;Susie and the Ballet Family (Susie #3);Lee  Wyndham;Unknown;English
1837430;On Your Toes, Susie! (Susie #4);Lee  Wyndham;Unknown;English
1839361;Susie and the Ballet Horse (Susie #5);Lee  Wyndham;Unknown;English
1860392;A Dance for Susie (Susie #1);Lee  Wyndham;Unknown;English
1861700;Authenticity: What Consumers Really Want;James H. Gilmore;Business;English
1903878;La boutique del mistero;Dino Buzzati;Short Stories;Italian
1903879;Harper's Bazaar Great Style: Best Ways to Update Your Look;Jenny Levin;Unknown;English
1903880;Eyerobics: How to Improve Your Eyesight Healthy Eyes and Better Vision...the Natural Way;Marilyn Roy;Health;English
1918305;Frommer's Spain 2006;Darwin Porter;Travel;English
1924066;Nutrition for Dummies;Carol Ann Rinzler;Health;English
1938441;The Geography of Bliss: One Grump's Search for the Happiest Places in the World;Eric    Weiner;Nonfiction;English
1960593;A Very Young Circus Flyer;Jill Krementz;Childrens;English
1963466;Peekaboo Jungle! (Peekabooks);Emily Bolam;Unknown;English
1965832;Pro JavaScript Design Patterns;Ross Harmes;Computer Science;English
1969280;Forces for Good: The Six Practices of High-Impact Nonprofits;Leslie R.  Crutchfield;Nonfiction;English
1981704;A Dream of Sadler's Wells (Sadler's Wells #1);Lorna Hill;Childrens;English
1986026;Iggy Peck, Architect;Andrea Beaty;Unknown;English
1995421;How Everything Works: Making Physics Out of the Ordinary;Louis A. Bloomfield;Science;English
1998185;Inspired Styles;Assouline;Unknown;English
2006825;Seeking Wisdom: From Darwin To Munger;Peter Bevelin;Philosophy;English
2022504;Here Comes Everybody: The Power of Organizing Without Organizations;Clay Shirky;Nonfiction;English
2038033;Moving Still: A Life Performance;David Benaym;Unknown;English
2047878;Ice Island: Expedition to Antarctica's Largest Iceberg;Greg Stone;Unknown;English
2054761;The Wizard of Oz (Oz #1);L. Frank Baum;Classics;English
2060431;Cradle and Crucible : History and Faith in the Middle East;Daniel Schorr;History;English
2068620;The Snowball: Warren Buffett and the Business of Life;Alice Schroeder;Biography;English
2070566;Second Best (Satin Slippers #5);Elizabeth Bernard;Unknown;English
2076643;The Ballet Family (The Ballet Family #1);Mabel Esther Allan;Childrens;English
2081374;Ballet Fever;Betty Cavanna;Unknown;English
2089368;Theatre Street;Tamara Karsavina;Nonfiction;English
2091415;The Raw Shark Texts;Steven Hall;Fiction;English
2118114;I, Titian;Norbert Wolf;Nonfiction;English
2124633;Taxi;Khaled Al Khamissi;Unknown;English
2167397;Sway: The Irresistible Pull of Irrational Behavior;Ori Brafman;Nonfiction;English
2177370;City of Lights: The Trials and Triumphs of Ilyse Charpentier;Melika Dannese Lux;Historical;English
2183837;I Dreamed of Africa;Kuki Gallmann;Cultural;English
2188254;Tony and Susan;Austin Wright;Literary Fiction;English
2188255;Isadora Duncan: Revolutionary Dancer;Larry Sandomir;Fiction;English
2188256;Temptations (Satin Slippers #7);Elizabeth Bernard;Unknown;English
2193815;Chance to Love (Satin Slippers #9);Elizabeth Bernard;Unknown;English
2213661;Stepping Out (Satin Slippers #8);Elizabeth Bernard;Unknown;English
2232831;The Leopard;Giuseppe Tomasi di Lampedusa;Fiction;English
2238642;The Graveyard Book;Neil Gaiman;Fantasy;English
2251306;Defining Moments in Books: The Greatest Books, Writers, Characters, Passages and Events that Shook the Literary World;Lucy Daniel;Reference;English
2261465;A Very Young Skater;Jill Krementz;Nonfiction;English
2278064;Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School;John Medina;Nonfiction;English
2279538;Surf Girl Roxy;Roxy;Unknown;English
2283911;Design Patterns in Ruby (Addison-Wesley Professional Ruby Series);Russ Olsen;Computer Science;English
2290289;Hollywood Crows (Hollywood Station Series #2);Joseph Wambaugh;Fiction;English
2294328;Pippa Passes;Rumer Godden;Unknown;English
2296567;The Real Isadora;Victor Seroff;Biography;English
2302650;The Spies of Warsaw (Night Soldiers #10);Alan Furst;Fiction;English
2315264;Say You're One of Them;Uwem Akpan;Fiction;English
2319839;Finding Nouf (Nayir Sharqi & Katya Hijazi #1);ZoÃ« Ferraris;Mystery;English
2321225;Anne Frank: The Diary of a Young Girl;Anne Frank;History;English
2321457;Everyday Life of Medieval Travellers;Marjorie Rowling;History;English
2334921;Two Dudes, One Pan: Maximum Flavor from a Minimalist Kitchen;Jon Shook;Food and Drink;English
2360064;The Irregulars: Roald Dahl and the British Spy Ring in Wartime Washington;Jennet Conant;History;English
2392839;The Scarlet Sail;Betty Cavanna;Unknown;English
2409550;How Not to Write a Novel: 200 Classic Mistakes and How to Avoid Themâ€”A Misstep-by-Misstep Guide;Howard Mittelmark;Language;English
2419069;Past Imperfect;Julian Fellowes;Historical;English
2422792;Sex, Love, and Fashion: A Memoir of a Male Model;Bruce Hulse;Biography;English
2429135;On Paris;Ernest Hemingway;Nonfiction;English
2437342;Flatland;Edwin A. Abbott;Science Fiction;English
2442253;The Girl with the Dragon Tattoo (Millennium #1);Stieg Larsson;Fiction;English
2443573;As Seen in Vogue: A Century of American Fashion in Advertising (Costume Society of America Series) (Costume Society of America Series);Daniel Delis Hill;Unknown;English
2458206;Gabriel Faure: 50 Songs: The Vocal Library High Voice;Laura Ward;Unknown;English
2485075;Gloria, Ballet Dancer;Gladys Malvern;Unknown;English
2502417;Secret Lives of Great Authors: What Your Teachers Never Told You about Famous Novelists, Poets, and Playwrights;Robert Schnakenberg;Nonfiction;English
2505162;The Ruby Programming Language;David Flanagan;Computer Science;English
2505576;The Knot Book of Wedding Lists;Carley Roney;Unknown;English
2510022;Bible Lands (Eyewitness Books);Jonathan N. Tubb;History;English
2520149;Fondue;Lou Seibert Pappas;Unknown;English
2524597;Vera Volkova: A Biography;Alexander Meinertz;Unknown;English
2534987;The Moneypenny Diaries: Guardian Angel (The Moneypenny Diaries #1);Kate Westbrook;Fiction;English
2581004;Daily Life in Ancient Mesopotamia;Karen Rhea Nemet-Nejat;History;English
2595138;Flavors of Morocco;Ghillie Basan;Food and Drink;English
2617904;The Wedding Book: The Big Book for Your Big Day;Mindy Weiss;Unknown;English
2632830;The Gargoyle;Andrew Davidson;Fiction;English
2637318;The Ballet Family Again (The Ballet Family #2);Jean Estoril;Childrens;English
2638639;The Pixar Touch: The Making of a Company;David A. Price;Nonfiction;English
2641587;Advanced Web Metrics with Google Analytics;Brian  Clifton;Business;English
2657953;Roger Dawson's Secrets of Power Negotiating;Roger Dawson;Business;English
2665989;The Forgery of Venus;Michael Gruber;Fiction;English
2686421;Far To Go (Margaret Thursday #2);Noel Streatfeild;Childrens;English
2694688;The First Beautiful Game: Stories of Obsession in Real Tennis;Roman Krznaric;Unknown;English
2733156;Victorian Posy;Sheila Pickles;Unknown;English
2735237;Center Stage (Satin Slippers #2);Elizabeth Bernard;Unknown;English
2746876;Victorian Transformations: Fairy Tales, Adolescence, and the Novel of Female Development;Phyllis C. Ralph;Unknown;English
2749672;Grimms' Fairy Tales and Andersen's Fairy Tales;Hans Christian Andersen;Classics;English
2760444;The Family Under the Bridge;Natalie Savage Carlson;Fiction;English
2767052;La Mer (Petite BibliothÃ¨que De Barbapapa);Annette Tison;Unknown;English
2767374;Spring Comes Riding;Betty Cavanna;Unknown;English
2790047;The Hunger Games (The Hunger Games #1);Suzanne Collins;Young Adult;English
2804776;The Adventures of Tom Jones (Parts 1 and 2);Henry Fielding;Classics;English
2808405;Jonathan Scott's Safari Guide to East African Animals;Jonathan Scott;Unknown;English
2819368;One Fifth Avenue;Candace Bushnell;Womens Fiction;English
2845024;My Own Fairy Book (Coloured Fairy Books);Andrew Lang;Fantasy;English
2858656;Pump Six and Other Stories (The Windup Universe 0.5, 0.6);Paolo Bacigalupi;Science Fiction;English
2871107;Anathem;Neal Stephenson;Science Fiction;English
2875137;Bazaar Style: Decorating with Market and Vintage Finds;Selina Lake;Unknown;English
2898390;Secret Servant (The Moneypenny Diaries #2);Kate Westbrook;Unknown;English
2899681;Mental Models: Aligning Design Strategy with Human Behavior;Indi Young;Design;English
2904210;The Christmas Hero And Yuletide Tradition In Sir Gawain And The Green Knight;Walter S. Phelan;Unknown;English
